id_game,playtime_forever
10,285130.9666666667
20,16008.733333333334
30,12606.25
40,2573.733333333333
50,12109.083333333334
60,2615.383333333333
70,44182.433333333334
80,41152.183333333334
100,5028.866666666667
130,7280.633333333333
220,178657.8
240,1855245.1
280,8080.933333333333
300,101730.43333333333
320,47209.700000000004
340,5683.516666666666
360,1708.4833333333333
380,32680.816666666666
400,86267.4
420,42592.13333333333
500,216634.36666666667
550,1686523.6
620,436019.8333333333
730,12930270.983333332
1002,14.9
1200,4504.066666666667
1210,0.0
1230,289.8333333333333
1250,495627.8333333333
1280,4359.483333333334
1300,177.2
1309,1.35
1313,33.65
1320,0.0
1500,1025.0666666666666
1510,2938.6
1520,3635.733333333333
1530,778.35
1600,118.91666666666667
1610,425.75
1630,351.75
1640,452.7
1670,70.98333333333333
1690,1638.2333333333333
1700,318.26666666666665
1900,1163.5833333333333
1920,24.083333333333332
1930,2687.5833333333335
2100,7358.3
2130,977.2666666666667
2200,1299.8833333333334
2210,1216.2333333333333
2270,541.3666666666667
2280,1290.6666666666667
2290,230.3
2300,1102.7666666666667
2310,1522.65
2320,1109.4
2330,24.2
2340,19.95
2350,151.86666666666667
2360,86.2
2370,11.133333333333333
2390,134.63333333333333
2400,17182.45
2420,3195.016666666667
2430,243.55
2450,2821.733333333333
2500,1572.2833333333333
2520,22.316666666666666
2525,5.083333333333333
2540,94.53333333333333
2545,53.083333333333336
2550,115.25
2570,13.516666666666667
2590,270.21666666666664
2600,9864.933333333332
2610,415.5
2620,2068.516666666667
2630,7081.6
2640,1410.4333333333334
2680,0.0
2690,36.25
2700,15064.166666666666
2710,170.41666666666666
2720,11.116666666666665
2760,7670.8
2780,311.9
2790,5.05
2800,835.5333333333333
2810,1341.7
2820,11287.6
2840,231.86666666666665
2850,16.683333333333334
2870,5311.933333333333
2900,94.35
2910,253.6
2920,71.48333333333333
2930,9.616666666666667
2990,4399.7
3000,64.7
3010,93.01666666666667
3020,477.3833333333333
3050,22.35
3130,786.7333333333333
3150,1.15
3160,23.316666666666666
3170,1915.2166666666667
3200,45.08333333333333
3220,155.81666666666666
3230,70.33333333333333
3260,86.5
3270,305.48333333333335
3300,450.71666666666664
3310,146.38333333333333
3320,785.3
3330,469.43333333333334
3340,23.466666666666665
3350,101.01666666666667
3360,139.5
3370,868.1833333333334
3380,292.6166666666667
3390,367.8
3400,32.416666666666664
3410,67.16666666666667
3420,8.9
3430,63.300000000000004
3440,57.199999999999996
3450,405.2
3460,143.91666666666666
3470,643.1666666666666
3480,4670.933333333333
3483,808.0166666666667
3490,17.633333333333333
3500,54.85
3510,57.96666666666667
3520,37.88333333333333
3530,43.85
3540,2785.5
3560,824.4666666666667
3570,12.683333333333334
3580,31.233333333333334
3590,57496.9
3600,232.18333333333334
3610,28.7
3620,1174.6666666666667
3630,728.5333333333333
3650,114.08333333333333
3700,3048.05
3710,338.6333333333333
3720,6871.766666666666
3730,1454.45
3800,223.06666666666666
3810,273.21666666666664
3820,330.55
3830,16296.816666666668
3900,12058.75
3910,8425.616666666667
3920,7135.016666666666
3960,16.9
3970,75.13333333333334
3980,204.76666666666668
3990,2322.266666666667
4000,7334385.383333334
4100,19.21666666666667
4230,1349.1833333333334
4290,1232.3
4300,45.78333333333333
4320,12.433333333333334
4400,0.0
4410,0.0
4420,88.18333333333332
4460,89.06666666666666
4470,14.65
4500,16271.716666666667
4520,106.23333333333333
4530,94.61666666666667
4540,8740.35
4550,16891.65
4560,33090.01666666667
4570,12253.983333333334
4580,31108.783333333333
4600,17.900000000000002
4700,83949.88333333333
4720,755.0500000000001
4730,5.916666666666666
4760,50131.7
4770,1500.1166666666668
4790,0.0
4800,384.41666666666663
4830,83.41666666666666
4850,768.1666666666666
4870,203.55
4880,96.75
4890,340.1333333333333
4900,2.5666666666666664
4920,104186.6
6000,10978.35
6010,282.93333333333334
6020,21858.733333333334
6030,6491.383333333333
6040,139.46666666666667
6060,87431.86666666667
6080,380.8
6090,10.216666666666667
6100,277.71666666666664
6120,1420.4666666666667
6200,716.4333333333334
6210,137.1
6220,709.1833333333333
6250,1135.7166666666667
6270,48.5
6290,91.6
6300,337.25
6310,866.6666666666666
6330,939.7
6340,15.15
6350,372.85
6370,302.1
6400,406.3333333333333
6420,513.2833333333333
6510,723.1333333333333
6550,1112.9166666666667
6570,45.61666666666667
6600,55.8
6800,530.0
6810,171.73333333333332
6820,13.1
6830,737.85
6840,330.81666666666666
6850,2676.15
6860,20965.55
6870,450.0
6880,3227.5333333333333
6900,1332.5666666666666
6910,9431.216666666667
6920,668.6833333333333
6980,2272.9833333333336
7000,1157.6
7010,37.7
7020,148.28333333333333
7060,73.96666666666667
7110,1202.9333333333334
7200,4878.116666666667
7210,202.16666666666666
7220,221.9
7250,1.2
7260,35.21666666666667
7340,0.0
7400,15.083333333333332
7420,0.0
7440,0.03333333333333333
7450,36.71666666666666
7470,130.21666666666667
7500,619.7666666666667
7510,1467.3166666666666
7520,8727.0
7530,199.4
7600,3566.0
7610,256.51666666666665
7620,13.716666666666667
7650,830.6
7660,1160.6333333333334
7670,44692.71666666667
7730,146.53333333333333
7740,232.86666666666665
7760,3047.7166666666667
7770,122.83333333333333
7780,0.25
7800,189.03333333333333
7810,52.016666666666666
7830,6660.1
7840,46.016666666666666
7850,180.93333333333334
7860,362.55
7870,364.48333333333335
7880,92.7
7900,6.583333333333334
7910,69.58333333333334
7940,40574.916666666664
7970,76.73333333333333
7980,4.25
7990,5.733333333333333
8000,1662.4166666666667
8010,0.0
8040,176.38333333333333
8060,427.25
8080,584.3833333333333
8100,72.38333333333333
8140,1743.7
8160,37.2
8170,3636.366666666667
8190,222636.15
8200,805.4
8210,505.53333333333336
8220,327.8666666666667
8240,311.3666666666667
8250,255.3
8260,430.6166666666667
8270,280.8833333333333
8280,340.15
8290,259.96666666666664
8300,283.18333333333334
8310,24.366666666666667
8320,10.4
8330,5.5
8340,248.81666666666666
8350,174.1
8360,102.88333333333333
8370,81.5
8380,56.233333333333334
8400,1231.95
8500,86089.43333333333
8600,7200.833333333333
8620,0.0
8640,1232.5666666666666
8650,1253.5166666666667
8660,16.166666666666668
8690,1232.0166666666667
8790,33.31666666666666
8800,15527.133333333333
8840,0.0
8850,24265.333333333332
8870,125800.08333333333
8880,564.8833333333333
8890,215.63333333333333
8930,1353123.4833333334
8970,66.51666666666667
8980,189701.16666666666
9000,55.46666666666667
9010,1708.6333333333334
9030,146.58333333333334
9040,154.23333333333332
9050,3250.4166666666665
9060,223.43333333333334
9070,388.06666666666666
9160,134.58333333333334
9180,304.43333333333334
9200,23392.15
9310,4879.483333333334
9340,13622.916666666666
9350,6092.016666666666
9400,381.53333333333336
9420,36432.25
9450,60785.98333333333
9460,1644.1333333333332
9480,53842.55
9500,204.65
9710,30.333333333333336
9730,23.866666666666667
9740,177.8
9760,191.1
9800,245.36666666666667
9850,113.43333333333334
9860,1102.0333333333333
9870,1549.7
9880,33590.8
9900,123222.41666666667
9930,16902.083333333332
9940,691.4666666666667
9960,5.983333333333333
9970,12.783333333333333
9980,66.26666666666667
9990,34.71666666666667
10000,1044.75
10040,0.0
10080,47.46666666666667
10090,124493.63333333333
10100,20.833333333333336
10110,61.483333333333334
10120,14.116666666666669
10130,635.1833333333334
10140,153.04999999999998
10150,12417.3
10170,668.3166666666667
10180,91402.83333333333
10190,632178.7833333333
10220,1253.05
10230,14.066666666666666
10240,27.983333333333334
10250,13.383333333333333
10260,38.9
10270,227.73333333333335
10400,0.7
10410,0.0
10420,0.0
10430,779.5666666666667
